ISBSG Project ID;Data Quality Rating;UFP rating;Year of Project;Industry Sector;Organisation Type;Application Group;Application Type;Development Type;Development Platform;Language Type;Primary Programming Language;Count Approach;Functional Size;Relative Size;Adjusted Function Points;Value Adjustment Factor;Normalised Work Effort Level 1;Normalised Work Effort;Summary Work Effort;Normalised Level 1 PDR (ufp);Normalised PDR (ufp);Pre 2002 PDR (afp);Defect Density;Speed of Delivery;Manpower Delivery Rate;Project Elapsed Time;Project Inactive Time;Implementation Date;Project Activity Scope;Effort Plan;Effort Specify;Effort Design;Effort Build;Effort Test;Effort Implement;Effort Unrecorded;Minor Defects;Major Defects;Extreme Defects;Total Defects Delivered;Business Area Type;Software Process CMM;Software Process CMMI;Software Process SPICE;Software Process ISO;Software Process TICKIT;Software Process Other;Package Customisation;Degree of Customisation;Architecture;Client Server?;Client Roles;Server Roles;Type of Server;Client/Server Description;Web Development;Development Methodologies;Development Techniques;JAD Method Used;Prototyping Used;Planning Documents;Specification Documents;Specification Techniques;Design Documents;Design Techniques;Build Products;Build Activity;Test Documents;Test Activity;Implement Documents;Implement Activity;Functional Sizing Technique;FP Standard;FP Standards All;Reference Table Approach;1st Hardware;1st Language;1st Operating System;Integrated Development Environment;1st Debugging Tool;1st Data Base System;1st Component Server;1st Web Server;1st Message Server;1st Other Platform;2nd Hardware;2nd Language;2nd Operating System;2nd Data Base System;2nd Component Server;2nd Web Server;2nd Message Server;2nd Other Platform;CASE Tool Used;Used Methodology;How Methodology Acquired;User Base - Business Units;User Base - Locations;User Base - Distinct Users;User Base - Concurrent Users;Intended Market;Target Platform;Device Embedded;Recording Method;Resource Level;Team Size Group;Max Team Size;Average Team Size;Ratio of Project Work Effort to Non-Project Activity;Percentage of Uncollected Work Effort;Input count;Output count;Enquiry count;File count;Interface count;Added count;Changed count;Deleted count;COSMIC Entry;COSMIC Exit;COSMIC Read;COSMIC Write;Lines of Code;Lines of Code not Statements;Other Size Units
10163;A;A;1994;Manufacturing;"Manufacturing;Transport & Storage;";Business Application;"Transaction/Production System;";New Development;MF;ApG;TELON;Mark II;55;3. S;48;0,865;503;648;648;9,1;11,8;13,5;18,2;9,2;2,3;6;;feb-94;;;;;;;;503;0;1;0;1;"Accounting;";;;;;;;No;;Stand alone;No;;;;;;;"Data Modelling;Process Modelling;Event Modelling;";;;;;;;;;;;;;;"Wholly manual;";Symons Mark II;"Symons Mark II;";"Combined all tables into a single file;";"IBM 3090;";"TELON/COBOL;";"MVS;";;;"DB2;";;;;;;;;;;;;;Yes;Yes;"Combined Developed/Purchased;";1;1;;02-may;"In-house for internal business unit;";;;Weekly recording of hours spent by each IS development staff;4;03-abr;4;;80%;;5,8;12,74;;36,52;;55,06;;;;;;;;;
10164;B;A;2004;;;;"MS Billing;";Enhancement;;3GL;COBOL;IFPUG 4+;68;3. S;82;1,2;12702;12702;12702;186,8;186,8;154,9;;;;;;;;;;;;;;12702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"COBOL II;";;;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10171;B;B;2005;Insurance;"Insurance;";;;Enhancement;MF;3GL;PL/I;FiSMA;;4. M1;140;;1000;1000;1000;;;7,1;;;;7;;21-ene-05;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Mainframe;";"PL/I;";;;;;;;;;;;;;;;;;;Yes;;;;jun-50;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10172;B;B;2005;Manufacturing;"Manufacturing;";;;Enhancement;Multi;3GL;C++;FiSMA;;4. M1;135;;499;499;499;;;3,7;;;;9;0,27;14-nov-05;;;;;;;;499;;;;;;;;;;;;;;;;;;;;;;"Object Oriented;Pair testing;";;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Multi Platform;";"C++;";;;;;;;;;;;;;;;;;;Yes;;;;1;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10173;B;B;2004;;;Business Application;"Financial application area;";Enhancement;Multi;3GL;Java;IFPUG 4+;25;2. XS;25;;118;118;118;4,7;4,7;4,7;0;25;;1;;prior to Feb-2004;;;;;;;;118;;;;0;;;;;;;;;;Multi-tier with web public interface;;;;;"Web;";Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Web;";"Java / J2EE;";;;;"Interactive;";;;;"Average Complexity;";;;;;;;;;;Yes;"Traditional;";;;;;;;;Staff hours (derived);1;;;;;;;;;;;;;;;;;;;;
10174;B;A;2000;;;;;New Development;;4GL;Spreadsheet;IFPUG 4+;582;5. M2;582;1;2632;2632;2632;4,5;4,5;4,5;;97;13,9;6;0;ene-00;;;;;;;;2632;;;;;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;"Spread sheet;";;;;;;;;;;;;;;;;;Yes;Don't Know;;;;;;;;;Staff hours (recorded);1;05-ago;7;;;;;;;;;;;;;;;;6.800;;
10176;B;C;2004;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;Client Server;";Enhancement;Multi;4GL;;IFPUG 4+;;2. XS;14;;81;81;81;;;5,8;;;;1,9;0;18-jun-04;;;;;;;;81;;;;;;;;;;;;;;Client server;Yes;;;;"Client Server;";;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Client/server;";"4GL;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10178;A;;2005;Medical & Health Care;"Medical and Health Care;";Business Application;"Catalogue/register of things or events;Document management;Online analysis and reporting;Workflow support & management;Complex process control;";New Development;Multi;3GL;Java;COSMIC;826;5. M2;826;;2503;2503;2503;3;3;3;;18,8;4,7;44;0;05-feb-05;"Planning;Specification;Design;Build;Test;Implement;";125;250;375;1300;260;193;0;;;;;;;;;;;;;;Client server;Yes;"Run a computer-human interface;Data entry & validation;Web/HTML browser;";"Database server;HTML/web server;Mail server;Security/authentication;";;;Web;;;;;"Business Case;Feasibility Study;Project Schedule;Resource Plan;Risk Analysis;Software Development Plan;Vision/Objectives;";"Requirements Specification;Functional Specification;System Analysis Report;User Manual;User Interface Prototype;Logical Data/ER Model;Use Case Model;";"Specification Review;";"Technical Specification;User Interface Prototype;Graphical Look & Feel;Component Designs;";"Unified Modelling Language (UML);Design Review/Inspection;";"Source Code/Objects;Graphics Items/Images;Information/Text Content;Unit Test Plans/Designs;Integration Scripts/Checklist;";"Unit Testing;Code Review/Inspection;Software Integration;System Integration;";"None;";"Create & Run Automated Testing;Performance, Stress or Load Testing;";"Installation Procedures;Release Description/Notes;Installation Software Utility;Incident/Defect Lists;End user Manual or Help;End user Training Material;Data Establishment Process;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Training;Provide User Support;";"Wholly manual;";COSMIC 2.0;"COSMIC 2.0;";;;"Java;";"Windows;";;Yes;Yes;Yes;Yes;;;;;;No;No;No;No;;;Yes;"Developed In-house;";;5;1;30;"Customer & users 1 org, team in another;";;;Recorded total hours each day or week;1;03-abr;4;2,7;80%;;;;;;;826;;;232;287;197;110;;;
10180;B;A;2001;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";New Development;PC;4GL;Visual Basic;IFPUG 4+;309;5. M2;309;;2516;2516;2340;8,1;8,1;7,6;;103;;3;0;30-jun-01;"Planning;Specification;Build;Test;";;;;;;;2340;;;;;"Don't Know;";;;;;;;No;;;;;;;"Web;";Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"VB6.0;";"Windows 2000;";;;"SQL Server;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;under 5%;33;42;62;109;63;309;;;;;;;;;
10181;B;B;1998;Communication;"Communications;";Business Application;"Transaction/Production System;";Enhancement;PC;ApG;COOL:Gen;NESMA;338;5. M2;338;;1009;1009;646;3;3;1,9;;135,2;;2,5;0;ene-98;"Build;Test;";0;0;;;;0;646;;;;;"Telecommunications;";;;;;;;No;;Client server;Yes;;;"Unix;";"Client: presentation, processing;";;;;;;;;;;;;;;;;;"Wholly manual;";NESMA;"NESMA;";"Combined all tables into a single file;";"IBM;COMPAQ;";"COOL:Gen;";"MVS;OS/2;";;;;;;;;;;;;;;;;Yes;;;;;;;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;5.200;"Unable to estimate;";
10189;A;A;1996;Insurance;"Insurance;";;;Enhancement;MF;3GL;COBOL;IFPUG old;250;4. M1;260;1,04;;4150;4150;;16,6;16;;14,7;;17;0;oct-96;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;Stand alone;No;;;;;;"Joint Application Development (JAD);Multifunctional Teams;";;Yes;;;;;;;;;;;;;"Wholly manual;";"IFPUG 3;IFPUG 4;";"IFPUG 3;IFPUG 4;";;"IBM MAINFRAME;";"COBOL II;";"MVS;";;"Expediter;";"DB2;";;;;;;;;;;;;;No;Yes;"Developed In-house;";1;1;;;"In-house for internal business unit;";;;'Productive' time only (recorded);2;;;;;;9;4;3;193;41;51;138;61;;;;;;;
10196;B;A;2003;;;;;New Development;;3GL;Java;IFPUG 4+;69;3. S;66;0,95;2915;2915;2915;42,2;42,2;44,2;;7,7;;9;;;;;;;;;;2915;;;;;;;;;;;;;;Client server;Yes;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"Client/server;";"Java;SQL;";"Client/server;";;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10200;A;A;2009;Electronics & Computers;"Computers & Software;";Business Application;"Job, case, incident, project management;";Enhancement;Multi;3GL;Java;IFPUG 4+;90;3. S;90;1;1112;1112;1112;12,4;12,4;12,4;;22,5;5,6;4;0;10-mar-09;"Planning;Specification;Design;Build;Test;Implement;Proj Management;";;;;;;;1112;;;;;;;CMMI Level 2;;;;;;;Client server;Yes;"Web/HTML browser;";"Database server;";;;;"Waterfall (includes Linear Processing);";;;;"Budget;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Project Mgt Plan;Software Development Plan;";"Requirements Specification;User Interface Prototype;";;"Technical Specification;User Interface Prototype;";;"Source Code/Objects;";"Unit Testing;Code Review/Inspection;System Integration;";"Test Plans/Designs;Test Data;";"Manual Testing;";"Release Description/Notes;End user Manual or Help;Service letters;";;"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"Java;";"Windows;";"EP Portal;";;;;;Yes;;;"ABAP;";No;No;No;No;No;;No;Yes;"Combined Developed/Purchased;";;;;;"Customer, users, team in different orgs;";;;Recorded work on project tasks each day;1;03-abr;4;;;;33;0;33;24;0;44;46;0;;;;;;;
10203;D;A;1999;;;Business Application;"Transaction/Production System;";Enhancement;MF;3GL;COBOL;IFPUG 4+;80;3. S;90;1,12;3199;3199;2879;40;40;32;;5,8;1,7;13,7;0;16-may-99;;;153;;1961;510;255;0;;;;;;;;;;;;No;;Multi-tier;No;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.0;"IFPUG 4.0;";;"Mainframe 50%;Midrange 20%;PC 30%;";"MVS COBOL;";"MVS;";;;"DB2;";;;;;;;;;;;;;No;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);1;03-abr;3,5;;;;;;;;;;;;;;;;;;
10205;D;A;2007;Electronics & Computers;"Computers & Software;";;;Enhancement;PC;4GL;ABAP;IFPUG 4+;71;3. S;69;0,97;2035;2035;2035;28,7;28,7;29,5;;11,8;0,8;6;;20-sep-07;;0;279;117;1202;160;276;1;;;;;;;;;;;;;;Client server;Yes;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;"Unit Testing;";;"Integration Testing;";;;;IFPUG 4.2;"IFPUG 4.2;";;"COE LAN;";"ABAP;";"DOS;";;;Yes;;;;;;;;;;;;;;;;;;10;;;;;Staff hours (recorded);1;sep-14;14;;;;;;;;;;;;;;;;;;
10214;B;C;2000;Insurance;"Insurance;";;;New Development;;3GL;Visual Basic;FiSMA;;4. M1;261;;2175;2175;2175;;;8,3;;;;6;1;14-dic-00;;;;;;;;2175;;;;;;;;;;;;;;;;;;;;;;"Prototyping;";;Yes;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;;"Visual Basic;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10218;A;A;1995;Utilities;"Electricity, Gas, Water;";Business Application;"Management Information System;";New Development;MF;3GL;PL/I;IFPUG 4+;163;4. M1;152;0,93;668;668;668;4,1;4,1;4,4;18,4;18,1;6;9;3;sep-95;;;;;;;;668;;3;;3;"Inventory;";;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;Addendum to existing standards;";"Counted each table as a logical file;";"IBM AMDAHL;";"PL/I CLISTS;";"MVS;";;Yes;"DB2;";;;;"dialog manager;";;;;;;;;;;Yes;"Developed In-house;";<15;4;;50;"In-house for internal business unit;";;;Staff hours (recorded);1;03-abr;3;;;;25;33;28;42;35;163;;;;;;;;;
10220;A;A;2007;Electronics & Computers;"Computers & Software;";;;Enhancement;PC;3GL;Visual Basic;IFPUG 4+;40;3. S;36;0,9;514;514;514;12,9;12,9;14,3;25;10;3,3;4;;06-sep-07;;25;24;40;224;34;166;1;1;;;1;;;;;;;;;;Client server;Yes;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;"Unit Testing;";;"Integration Testing;";;;;IFPUG 4.2;"IFPUG 4.2;";;"COE LAN;";"VISUAL BASIC;";"Windows;";;;"DB2;";;;;;;;;;;;;;;;;;;4;;;;;Staff hours (recorded);1;03-abr;3;;;;;;;;;;;;;;;;;;
10223;B;B;2004;;;;;Enhancement;MF;3GL;COBOL;IFPUG 4+;16;2. XS;16;1;536;536;536;33,5;33,5;33,5;;4,3;;3,7;;10-jun-04;"From Feasibility to Implementation;";;;;;;;536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.0;"IFPUG 4.0;";;"Mainframe;";"COBOL;";;;;;;;;;;;;;;;;;;;;;;;;;;;Recorded hours on each project/day/week;1;;;;;;;;;;;;;;;;;;;;
10225;B;C;1999;Insurance;"Insurance;";;;New Development;MF;3GL;PL/I;FiSMA;;5. M2;442;;3772;3772;3772;;;8,5;;;;6;0;17-mar-99;;;;;;;;3772;;;;;;;;;;;;;;;;;;;;;;"Pair testing;";;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Mainframe;";"PL/I;";;;;;;;;;;;;;;;;;;Yes;;;;1;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10228;B;C;2006;;;Business Application;"Financial transaction process/accounting;";New Development;Multi;4GL;.Net;IFPUG 4+;;3. S;78;;263;263;263;;;3,4;;;;2,7;;2006;;;;;;;;263;;;;1;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;".Net;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10232;B;A;2002;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;";Enhancement;;4GL;Visual C++;IFPUG 4+;171;4. M1;203;1,19;420;420;420;2,5;2,5;2,1;;;;;;sep-02;;;;;;;;420;;;;;;;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"Open;";"Visual;C++;SQL;";"Open;";;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10233;A;A;2001;Communication;"Communications;";Real-Time Application;"Complex process control;";Enhancement;MR;4GL;Visual Basic;IFPUG 4+;226;4. M1;252;1,12;3901;3901;3238;17,3;17,3;12,8;;56,5;5,7;4;;ene-01;"Specification;Build;Test;";;1338;;978;922;;0;;;;;"Telecommunications;";;;;;;;;;Client server;Yes;;;"Proprietary Midrange;";"Client: presentation; Server: processing;";;;"Business Area Modelling;Data Modelling;Event Modelling;Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";"SUN;";"Visual Basic;";"SUN;";;;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;30;"Outsourced for internal business unit;";;;Staff hours (recorded);1;sep-14;10;10;100%;;151;28;8;39;0;69;153;4;;;;;;;
10234;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;4. M1;186;;292;292;292;;;1,6;;;;3,2;;2006;;;;;;;;292;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10247;B;B;2009;Manufacturing;"Manufacturing;";Business Application;"Cars selling;";Enhancement;;3GL;Java;IFPUG 4+;215;4. M1;215;;;2704;2704;;12,6;12,6;18,6;22,6;;9,5;;16-dic-09;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;4;"Sales;";;;;;;;No;;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";IFPUG 4.1;"IFPUG 4.1;Addendum to existing standards;";;;"Java;JEE;";;;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Customer, users & team in same org;Purchased;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
10249;A;B;2006;Government;"Government;";Business Application;"Management of Licences and Permits;";Enhancement;MF;ApG;COOL:Gen;IFPUG 4+;16;2. XS;19;1,2;657;657;598;41,1;41,1;31,5;0;1,5;;10,8;;may-06;;;144;140;98;173;44;-1;0;0;0;0;;;;;;;;;;Stand alone;;;;;;;;;;;"Yes - inhouse;";"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;"Yes - inhouse;";;;IFPUG 4.2;"IFPUG 4.2;";;;"COOL:Gen;";;;;;;;;;;;;;;;;;;Yes;;;;;;;MF   (Mainframe);;Staff hours (recorded);1;;;;;;6;5;0;0;5;5;11;0;;;;;;;
10251;B;B;1999;Government;"Government;";Business Application;"Government;";New Development;PC;4GL;DELPHI;IFPUG 4+;40;3. S;40;;120;120;120;3;3;3;;57,1;28,6;0,7;;23-dic-99;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;"Rapid Application Development (RAD);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"DELPHI;";;;;;;;;;;;;;;;;;;;;;;;;;;;Timesheets;1;2;2;;;;;;;;;40;;;;;;;;;
10257;A;A;1999;Communication;"Communications;";Business Application;"Transaction/Production System;";Enhancement;;3GL;C;IFPUG 4+;307;5. M2;292;0,95;2994;3607;2994;9,8;11,7;10,3;;23,6;2,1;13;;jun-99;"Specification;Build;Test;";;;;;;;2994;;;;;"Telecommunications;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";;"C;";;;;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;sep-14;11;11;100%;;93;0;194;20;0;0;307;0;;;;;;;
10261;B;B;2004;;;Business Application;"Financial application area;";New Development;Multi;3GL;Java;IFPUG 4+;166;4. M1;166;;946;946;946;5,7;5,7;5,7;54,2;55,3;;3;;prior to Feb-2004;;;;;;;;946;;;;9;;;;;;;;;;Multi-tier with web public interface;;;;;"Web;";Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Web;";"Java / J2EE;";;;;"Interactive;";;;;"Average Complexity;";;;;;;;;;;Yes;"Traditional;";;;;;;;;Staff hours (derived);1;;;;;;;;;;;;;;;;;;;;
10265;A;A;1999;Communication;"Communications;";Business Application;"Management Information System;";Enhancement;;4GL;Oracle;IFPUG 4+;87;3. S;83;0,95;1606;1606;1333;18,5;18,5;16,1;;21,8;5,4;4;;jun-99;"Specification;Build;Test;";;273;;854;206;;0;;;;;"Telecommunications;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";;"Oracle;Visual Basic;";;;;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;4;4;100%;;63;0;24;0;0;0;87;0;;;;;;;
10273;B;B;2009;Manufacturing;"Manufacturing;";Business Application;"Warranty Management;";Enhancement;MF;3GL;Java;IFPUG 4+;271;4. M1;271;;;2536;2536;;9,4;9,4;0;54,2;;5;;02-jun-09;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;0;"After Sales & Services;";;;;;;;No;;Stand alone;No;;;"Mainframe;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"Java;JEE;";"UNIX;";;;"DB2;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"Customer, users & team in same org;Purchased;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
10276;B;C;1999;Manufacturing;"Manufacturing;";;;New Development;PC;3GL;C++;FiSMA;;5. M2;459;;3876;3876;3876;;;8,4;;;;32;24;14-ene-99;;;;;;;;3876;;;;;;;;;;;;;;;;;;;;;;"Prototyping;";;Yes;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"PC-Network;";"C++;";;;;;;;;;;;;;;;;;;Yes;;;;1;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10283;B;B;2008;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;3GL;PL/I;IFPUG 4+;224;4. M1;224;;12548;12548;7780;56;56;34,7;;18,7;2,3;12;;14-oct-08;;1294;1388;;4858;;240;0;;;;;;Software-CMM Level 5;CMMI Level 5;;ISO 9002 ISO 9001:2000;;;;;Stand alone;No;;;;;;"Waterfall (includes Linear Processing);";;;;"Budget;Business Case;Feasibility Study;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Software Development Plan;";"Requirements Specification;";;;"Design Review/Inspection;";"Source Code/Objects;Unit Test Plans/Designs;";"Unit Testing;Code Review/Inspection;Software Integration;System Integration;";"Test Plans/Designs;Test Scripts/Harnesses;Test Data;";"Performance, Stress or Load Testing;Regression Testing;";"End user Manual or Help;";"Provide User Support;";;IFPUG 4.2;"IFPUG 4.2;";;;"PL/I;";"Z/OS;";"Mainframes;";"CEETEST;";"IMS;DB2;";No;No;No;;;;;;;;;;;Yes;"Developed In-house;";;5;;;"Customer, users & team in same org;";;;Recorded total hours each day or week;1;05-ago;8;3,3;;;;;;;;;;;;;;;;;
10289;B;C;1998;Wholesale & Retail;"Wholesale & Retail Trade;";;;New Development;MR;3GL;Visual Basic;FiSMA;;5. M2;694;;6337;6337;6337;;;9,1;;;;10;0;22-oct-98;;;;;;;;6337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Midrange;";"Visual Basic;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10302;B;C;2002;Insurance;"Insurance;";;;Enhancement;MF;4GL;;FiSMA;;6. L;1053;;757;757;757;;;0,7;;;;2;0;09-ene-02;;;;;;;;757;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Mainframe;";"4GL;";;;;;;;;;;;;;;;;;;Yes;;;;>50;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10306;B;A;2004;;;Real-Time Application;"Telecom & network management;";Enhancement;;3GL;C;IFPUG 4+;745;5. M2;969;1,3;15112;15112;15112;20,3;20,3;15,6;;;;;;;;;;;;;;15112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"C;C++;KSH;";;;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
10307;B;A;2000;Wholesale & Retail;"Wholesale & Retail Trade;";Business Application;"Management Information System;";Enhancement;MF;3GL;COBOL;IFPUG 4+;221;4. M1;277;1,25;;21739;20000;;98,4;72,2;;55,3;;4;;ago-00;"Specification;Build;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;Client server;Yes;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";;"Mainframe;";"COBOL;EZTRIEVE;COOL:Gen;";"Mainframe;";;;"Interactive;";;;;;;;;;;;;;Yes;Yes;;;;;;;;;Staff hours (recorded);4;;;;;;139;7;60;15;0;3;218;0;;;;;;;
10318;A;A;1999;Communication;"Communications;";Business Application;"Transaction/Production System;";Enhancement;;3GL;COBOL;IFPUG 4+;77;3. S;79;1,02;1936;1936;1607;25,1;25,1;20,3;;12,8;2,1;6;;jun-99;"Specification;Build;Test;";;669;;494;444;;0;;;;;"Telecommunications;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";;"COBOL II;";;;;;;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;05-ago;6;6;100%;;24;0;23;30;0;0;77;0;;;;;;;
